Treatment,Year,Quadrat,Acalypha virginica/rhomboidea,Amaranthus rudis,Ambrosia artemisiifolia,Ambrosia trifida,Bidens frondosa,Chamaecrista fasciculata,Erechtites hieracifolia,Erigeron annuus,Euphorbia dentata,Galium aparine,Parietaria pensylvanica,Polygonum pensylvanicum,Triodanis perfoliata,Veronica peregrina,Panicum capillare,Cirsium altissimum,Conyza canadensis,Gaura biennis,Lactuca floridana,Oenothera biennis,"Acer negundo/saccharinum (""Acer spp."")",Achillea millefolium,Agrimonia gryposepala,Alnus rugosa,Anemone canadensis,Antennaria spp.,Apocynum cannabinum,Asclepias syriaca,Asclepias verticillata,Aster ericoides,Aster lanceolatus,aster lateriflorus,Aster novae-angliae,Aster ontarionis,Aster pilosus,Brickellia eupatorioides,Calystegia sepium,Cirsium discolor,Cornus spp.,Crataegus spp.,Cynanchum laeve,Echinacea pallida,epilobium coloratum,Erigeron strigosus,Eryngium yuccifolium,Euphorbia nutans,Euthamia graminifolia,Fragaria virginiana,Fraxinus pennsylvanica,Geum canadense,Gleditsia triacanthos,Heliopsis helianthoides,Heuchera americana,Lespedeza capitata,Ludwigia palustris,Lycopus americanus,Lycopus virginicus,Lythrum alatum,Monarda fistulosa,Oxalis stricta,Parthenocissus quinquefolia,Pediomelum argophyllum,Penstemon digitalis,Penthorum sedoides,Physalis heterophylla,Physalis virginiana,Physostegia virginiana,Plantago rugelii,Polygonum amphibium,Populus deltoides,Potentilla arguta,Potentilla norvegica,Potentilla simplex,Prunus serotina,Ratibida pinnata,Rubus spp.,Rudbeckia hirta,Rumex altissimus,Salix spp.,Silphium perfoliatum,Solanum americanum,Solanum carolinense,Solidago canadensis,Solidago rigida,Solidago speciosa,Symphoricarpos orbiculatus,Teucrium canadense,Toxicodendron radicans,Ulmus rubra,Urtica dioica,Verbena hastata,Verbena stricta,Verbena urticifolia,Vernonia baldwinii/fasciculata,Viola spp.,Vitis riparia,Andropogon gerardii,Bouteloua curtipendula,Carex frankii,Carex vulpinoidea,Cyperus esculentus,dichanthelium oligosanthes,Elymus canadensis,Elymus virginicus,Juncus spp.,Koeleria macrantha,Muhlenbergia spp.,Panicum virgatum ,Phalaris arundinacea,Schizachyrium scoparium,Scirpus atrovirens,Sorghastrum nutans,Sporobolus asper,Sporobolus heterolepis,Tradescantia ohiensis/ bracteata,Tridens flavus,Abutilon theophrasti,Amaranthus retroflexus,Chenopodium album,Glycine max,Hibiscus trionum,Ipomoea hederacea,Thlaspi arvense,Bromus japonicus,Digitaria ischaemum,Echinochloa crusgalli,Poa annua,Setaria spp.,Zea mays,Arctium minus,Barbarea vulgaris,Cirsium vulgare,Daucus carota,Lactuca serriola,Verbascum thapsus,Cirsium arvense,Convolvulus arvensis,Euphorbia cyparissias,Lespedeza cuneata,Lotus corniculatus,Medicago lupulina,Medicago sativa,Melilotus spp.,Pastinaca sativa,Rumex acetosella,Rumex crispus,Sida spinosa,Taraxacum officinale,Trifolium hybridum,Trifolium repens,Trifolium pratense,Agrostis gigantea,Agrostis stolonifera,Bromus inermis,Dactylis glomerata,Agropyron repens,Festuca arundinacea,Phleum pratense,Poa compressa/pratensis,Sonchus spp.,Sanicula spp.,Lepidium spp.,Cerastium spp.,Lonicera spp.,Morus spp.,Rosa spp.,Helianthus spp.
Bass2,2010,1,0,0,0,0,0,0,0,0,,0,0,0,,,0,,0,0,0,0,0,,,0,0,,0,0,,0,0,,0,,15,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,,0,,0,0,0,0,,,0,0,,0,0,,0,0,0,0,0,,0,,,0,0,0,0,,0,0,0,0,0,,0,0,,3,0,0,0,0,0,,,0,62.5,0,85,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0.5,0,,0,,0,0,,0,
Bass2,2010,2,0,0,0,0,0,0,0,0,,0,0,0,,0.5,0,,0,0,0,0,0,,,0,3,,0,0,,0,0,,0,,15,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,,0,,0.5,0,0,0,,,0,0.5,,0,15,,0,0,0,0,0,,15,,,0,0,0,0,,15,3,0,0,0,,0,0,,0,15,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.5,0,0,0,0,,,0,0,0,0,0,,0.5,0,3,0.5,3,0,0,,0,0,,0,0,0.5,,0,,0,0,,0,
Bass2,2010,3,0,0,0,0,0,0,0,0,,0,0,0,,,0,,0,0,0,0,0,,,0,0,,0,0,,0,0,,0,,3,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,,0,,0,0,0,0,,,0,0,,0,0.5,,0,0,0,0,0,,0,,,0,0,0,0,,0,0,0,0,0,,0,0,,0,15,0,15,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,,15,0,0.5,0,0.5,0,0,,0,0,,0,0,62.5,,0,,0,0,,0,
Bass2,2010,4,0,0,0,0,0,0.5,0,0,,0,0,0,,,0,,0,0,0,0,0,,,0,0,,0,0,,0,0,,0,,0.5,0,0,0,0,0,,0,,0.5,0,0,,0,,0,0,0,0,0.5,,0,,0,0,0.5,0,,0,,0,0,0,0,,,0,0,,0,0,,0,0,0,0,0,,0,,,0.5,0,0,0,,0,0,0,0,0,,0,0,,0,15,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,15,0,0,0,0,,,0,0,0,0,0,,3,0,0.5,0,3,0,3,,0,0,,0,0,15,,0,,0,0,,0,
Bass2,2010,5,0,0,0,0,0,0.5,0,0,,0,0,0,,,0,,0,0,0,0,0,,,0,0,,0,0,,0,0,,0,,3,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,,0,,0,0,0,0,,,0,0,,0,15,,0.5,0,0,0.5,0,,3,,,0,0,0.5,0,,0,0,0,0,0,,3,0,,0,3,0,0.5,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,0,0,0,0,,,15,0,0,0,0,,3,0,3,15,0,0,0,,0,0,,0,0,15,,0,,0,0,,0,
Bass2,2010,6,0,0,0,0,0,0.5,0,0,,0,0,0,,,0,,0,0,0,0,0,,,0,0,,0,0,,0,0,,0,,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,,0,,0,0,0,0,,,0,0,,0,0,,0,0,0,0,0,,0,,,0,0,0,0,,0,0,0.5,0,0,,0,0,,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,15,0,0,0,0,,,0,0,0,0,0,,3,0,15,0,37.5,0,0,,0,0,,15,0,15,,0,,0,0,,0,
Bass2,2010,7,0,0,0,0,0,3,0,0,,0,0,0,,,0,,3,0.5,0,0,0.5,,,0,0,,0,0,,0,0,,0,,0.5,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,,0,,0,0,0,0,,,0,3,,0,0,,0,0,0,0,0,,15,,,0,0,0,0,,0,0,0,0,0,,3,0,,0,0,0,0,0,0,,,0,0,3,0,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,,0,0,37.5,0,0,0,0,,,0,0,0,0,15,,0,0,0.5,0,3,0,0,,3,0,,0,0,3,,0,,0,0,,0,
Bass2,2010,8,0,0,0,0,0,0,0,0,,0,0,0,,,0,,0,0,0,0,0,,,0,0,,0,0,,0,0,,0,,0.5,0,3,0,0,0,,0,,0,0,0,,0,,0,0.5,0,0,0,,0,,0,0,0,0,,0,,0,0,0,0,,,0,0,,0,0,,0,37.5,0,0,0,,3,,,0,0,0,0,,0,0,0,0,0,,3,0,,0,0,0,3,0,0,,,0,0,15,0,0.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,,3,0,3,0,3,0,0,,0.5,0,,3,0,37.5,,0,,0,0,,0,
Bass2,2010,9,0,0,0,0,0,0.5,0,0,,0,0,0,,,0,,0.5,0,0,0,0,,,0,0,,0,0,,0,0,,0,,3,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0.5,0,0.5,,0,,0,0,0,0,,0,,0,0,0,0,,,0,0,,0,0,,0,0,0,0,0,,0.5,,,0,0,0,0,,0,0,0,0,0,,0,0.5,,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,,0,0,0.5,0,0,0,0,,,0,0.5,0,0,0,,0,0,15,0.5,3,0,0,,0.5,0,,15,0,37.5,,0,,0,0,,0.5,
Bass2,2010,10,0,0,0,0,0,0.5,0,0,,0,0,0,,,0,,0,0,0,0,0,,,0,0,,0,0,,0.5,0,,0,,3,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,,0,,0,0,0,0,,,0,0,,0,0.5,,3,0,0,0,0,,15,,,0,0,0,0,,0,0,0,0,0,,15,0,,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,,0,0,15,0,0,0,0,,,0,0.5,0,0,0,,0,0,15,0,0.5,3,0,,0,0,,0,0,3,,0,,0,0,,0,
Bass2,2010,11,0,0,0,0,0,0.5,0,0,,0,0,0,,,0,,0,0,0,0,0.5,,,0,0,,0,0,,0,0,,0,,3,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,,0,,0,0,0,0,,,0,0,,0,37.5,,0,0,0,0,0,,3,,,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,,0,0,0,0,0.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,,0,0,0.5,0,0,0.5,0,,,15,0.5,0,0,0,,0,0,15,0,0.5,0,0,,0,0,,0,0,3,,0,,0,0,,0,
Bass2,2010,12,0,0,0,0,0,0,0,0,,0,0,0,,,0,,0,0,0,0,0,,,0,0,,0,0,,0,0,,0,,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,,0,,0,0,0,0,,,0,0,,0,37.5,,0,0,0,0,0,,15,,,0,0,0,0,,0,0,3,0,0,,15,15,,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,15,0,0,0,0,,0,0,0.5,0,0.5,0,0,,3,0,,0,0,3,,0,,0,0,,0,
Bass3,2010,1,0,0,0,0,0,0.5,0,0,,0,0,0,,,0,,0,0,0,0,0,,,0,0,,0,0,,0,0,,0,,0,0,0.5,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,,0,0.5,0,0,,0,,0,0,0,0,,,0,0,,0,0,,0,0,0,0,0,,3,,,0,0,0,0,,0,0.5,0,0,0,,0.5,0,,0,15,0,0,0,0,,,0,0,62.5,0,0.5,,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.5,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,0.5,,0,,0,0,,0,
Bass3,2010,2,0,0,0,0,0,0,0,0,,0,0,0,,,0,,0,0,0,0,0,,,0,0,,0,0,,0,0,,0,,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,,0,,0,0,0,0,,,0,0,,0,0,,0,0,3,0,0,,0,,,0,0,0,0,,0,0,0,0,0,,0,0,,0.5,0,0,0,0,15,,,0,15,0,15,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.5,0,0.5,0,0,0,0,,,62.5,0,0,0,0,,0.5,0,0,0,0,0,0.5,,0,0,,0,0,0,,0,,0,0,,0,
Bass3,2010,3,0,0,0,0,0,0,0,0,,0,0,0.5,,,0,,0,0,0,0,0,,,0,0,,0,0,,0,0,,0,,0.5,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,,0,0.5,0,0,,0,,0,0,0,0,,,0,3,,0,0,,0,0,0,0,0,,0.5,,,0,0,0,0,,0,0,3,0,0,,0,0,,0.5,3,0,0,0,3,,,0,0,0,3,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.5,0,0.5,0,0,0,0,,,0,0,0,0.5,0,,3,0,0.5,0,0.5,0,62.5,,0,0,,0,0,3,,0,,0,0.5,,0,
Bass3,2010,4,0,0,0,0,0,0,0,0,,0,0,0.5,,,0,,0,0,0,0,0,,,0,0,,0,0,,0,0,,0,,3,0,0.5,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,,0,0.5,0,0,,0,,0,0,0,0,,,0,0.5,,0,0.5,,3,0,0.5,0,0,,0,,,0,0,0,0,,0,0,3,0,0,,0,0,,0.5,0.5,0,3,0,15,,,0,0,0,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,0,0.5,0,0,0,0,,,0,0,0,0,0,,3,0,0.5,0.5,0.5,0,0.5,,0,0,,0,0,0.5,,0,,0,0,,0,
Bass3,2010,5,0,0,0,0,0,0.5,0,0,,0,0,0,,,0,,0,0,0,0,0,,,0,0,,0,0,,0,0,,0,,0.5,0,0,0,0,0,,0,,0,0,0,,0,,0,0,3,0,0,,0,,0,3,0,0,,0,,0,0,0,0,,,0,0,,0,15,,0.5,0,0,0,0,,0,,,0,0,0,0,,0,0,0,0,0,,0,0,,0,3,0,0.5,0,0,,,0,0,0,0,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,,0,0,3,0,0,0,0,,,0,0,0,0,0,,0.5,0,0.5,0,0.5,0,0,,0,0,,0,0,3,,0,,0,0,,0,
Bass3,2010,6,0,0,0,0,0,0,3,0,,0,0.5,0,,,0,,0,0,0,0,0,,,0.5,0,,0,0,,0,0,,0,,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,,0,0,0.5,0,,0,,0,0,0,0,,,0,3,,0,0,,0,0,15,0,0,,3,,,0,0,0,0,,0,0,3,0,0,,0,0,,0,3,0,0,0,0.5,,,0,0,0,62.5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,,3,0,0.5,0,0.5,0,0,,0,0,,0,0,15,,0,,0,0,,0,
Bass3,2010,7,0,0,0,0,0,0,0,0,,0,0,0,,,0,,0,0.5,0,15,0,,,0,0,,0,0,,0,0,,0,,15,0,0,0,0,0,,0,,3,0,0,,0,,0,0,3,0,0,,0,,0,0,0,0,,0,,0,0,0.5,0,,,0,0,,0,15,,0,0,0,0,0,,15,,,0,0,0,0,,0,0,0,0,0,,0.5,0,,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,,0,0,0.5,0,0,0,0,,,0,0,0,0,0,,0,0,3,0,0,0,0,,0,0,,0,0,62.5,,0,,0,0,,0,
Bass3,2010,8,0,0,0,0,0,0,0,0,,0,0,0,,,0,,0,0,0,0,0,,,0,0,,0,0,,0,0,,0,,0.5,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,,0,15,0,0,,0,,0,0,0,0,,,0,0,,0,15,,0,0,0,0,0,,15,,,0,0,0,0,,0,0,0.5,0,0,,15,0,,0,0,0,3,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,,0,0,0.5,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,3,0,0,,0,0,,0,0,15,,0,,0,0,,0,
Bass3,2010,9,0,0,0,0,0,0,0,0,,0,0,0,,,0,,0,0,0,0,0,,,0,0,,0,0,,0,0,,0,,0.5,0.5,0,0,0,0,,0,,0,0,0,,0,,0,0,3,0,0,,0,,0,15,0,0,,0,,0,0,0,0,,,0,0,,0,15,,0,0,0,0,0,,0,,,0,0,0,0,,0,0,0,0,0,,0,0.5,,0,0,0,15,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,3,0,3,0.5,0,,0,0,,0,0,62.5,,0,,0,0,,0,
Bass3,2010,10,0,0,0,0,0,0,0,0,,0,0,0,,,0,,0,0,0,0,0,,,0,0,,0,0,,0,0,,0,,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,3,0,3,,0,,0,0,0,0,,0,,0,0,0,0,,,0.5,0,,0,37.5,,3,0,0,0,0,,0.5,,,0,0,0,0,,0,0,0,0,0,,0,15,,0,0.5,0,0,0,0,,,0,0,0,0,15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,,0,0,3,0,0,0,0,,,0,0,0,0,0,,0,0,0.5,0,0.5,0,0,,0,0,,0,0,37.5,,0,,0,0,,0,
Bass3,2010,11,0,0,0,0,0,0,0,0,,0,0,0,,,0.5,,0,0,0,0,0,,,0,0,,0,0,,0,0,,0,,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,,0,0,0.5,0,,0,,0,0,0,0,,,0,0,,0,0,,0,0,0,0,0,,0,,,0.5,0,0,0,,0,0,0,15,0,,0,0.5,,0,0,0,0.5,0,0,,,0,0,15,0,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,,0,0,0.5,0,0,0,0,,,0,0,0,0,0,,0,0,0.5,0,0,0,0,,15,0,,0,0,85,,0,,0,0,,0,
Bass3,2010,12,0,0,0,0,0,0,0,0,,0,0,0,,,0,,0,0,0,0,0,,,0,0,,0,0,,0,0,,0,,3,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,,0,0,0,15,,0,,0,0,0,0,,,0,0,,0,0,,0,0,0,0,0,,15,,,0,0,0,0,,0,0,0,0,0,,15,37.5,,0,0,0,0,0,0,,,0,0,0,0,0.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,15,0,,3,0,,0,0,37.5,,0,,0,0,,0,
Bass4,2010,1,0,0,0,0,0,0.5,0,0,,0,0,0,,,0,,0,3,0,0,0,,,0,3,,0,0,,0,0,,0,,3,0,0,3,0,0,,0,,0,0,0,,0,,0,0,3,0,0,,0,,0,0.5,0,0,,0,,0,0,0,0,,,0,0.5,,0,15,,0,0,0,0,0,,0.5,,,0,0,0,0,,0,0,3,0,0,,3,0,,0,0,0,0,0,0,,,0,0,15,0,15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,,0,0,15,0,0,0,0,,,0,0,0,0,0,,0,0,3,0,3,3,0,,0,0,,0,0,0.5,,0,,0,0,,0,
Bass4,2010,2,0,0,0,0,0,0,0,0,,0,0,0,,,0,,0,0,0,0,0,,,0,0,,0,0,,0,0,,0,,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,,0,3,0,0,,0,,0,0,0,0,,,0,0,,0,0,,0,0,0,0,0,,3,,,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,,0,0,0,0,37.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,,0,0,0.5,0,0,0,0,,,0,0,0,0,0,,0,0,3,0,0.5,0,0,,37.5,0,,0,0,15,,0,,0,0,,0,
Bass4,2010,3,0,0,0,0,0,0,0,0,,0,3,0,,,0,,0,0,15,0,0,,,0,3,,0,0,,0,0,,0,,15,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,,0,0,0.5,0,,0,,0,3,0,0,,,0,15,,0,0,,0,0,0,0,0,,15,,,0,0,0,0,,0.5,0,0,0,0,,15,0,,0,0,0,3,0,0,,,0,0,15,0,0,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,15,0,0,0,0,,,0,0,0,0,0,,0,0,15,0,3,0,0,,0,0,,0,0,37.5,,0,,0,0,,0,
Bass4,2010,4,0,0,3,0,0,0,0,0,,0,0,0,,,0,,0,3,0,0,0,,,0,0,,0,0,,0,0,,0,,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,,0,,0,0,0,0,,,0,0,,0,0,,0,0,0,0,0,,15,,,0,0,0,0,,0,0,3,0,0,,0,0.5,,0,0,0,15,0,0,,,0,0,0,0,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,37.5,0,0,0,0,,,0,0,0,0,0,,0,0,3,0,0,0,0,,0,0,,0,0,15,,0,,0,0,,0,
Bass4,2010,5,0,0,0,0,0,0,0,0,,0,0,0,,,0,,0,0,0,0,0,,,0,0,,0,0,,0,0,,0,,37.5,0,0,3,0,0,,0,,0,0,0,,0,,0,3,0,0,0,,0,,0,0,0.5,0,,0,,0,0,0,0,,,0,0,,0,3,,0,0,0,0,0,,3,,,0,0,0,0,,0,0,0,0,0,,15,3,,0,0,0,0,0,3,,,0,0,3,0,15,,0,3,0,0.5,0,0,0,0,0,0,0,0,0,0,15,0,,0,0,37.5,0,0,0,0,,,0,0,0,0,0,,0,0,3,3,0,0,0,,0,0,,0,0.5,15,,0,,0,0,,0,
Bass4,2010,6,0,0,0,0,0,0,0,0,,0,0,0,,,0,,0,0,0,0,0,,,0,0,,0,0,,0,0,,0,,3,0,0,3,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,,0,0,0.5,0,,0,,0,0,0,0,,,0,0,,0,0,,0,0,0,0,0,,15,,,3,0,0,0,,0,0,0,0,0,,3,0.5,,0,0,0,0,0,0,,,0,0,0,0,15,,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,,0,0,15,0,0,3,0,,,0,0,0,0,0,,0,0,3,0,0,0,0,,0,0,,0,0,37.5,,0,,0,0,,0,
Bass4,2010,7,0,0,0,0,0,0,0,0,,0,0,0,,,0,,0,0,0,0,0,,,0,0,,0,0,,0,0,,0,,15,0,0,0,0,0,,0,,0,0,0,,0,,0,0,15,0,0,,0,,0,0,0.5,0,,0,,0,0,0,0,,,0,0,,0,0,,0,0,0,0,0,,3,,,0,0,0,0,,0,0,0,0,0,,37.5,3,,0,0,0,15,0,0,,,0,0,3,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,15,0,0,0,3,,,0,0,0,0,0,,0,0,15,0,15,0,0,,3,0,,0,0,3,,0,,0,0,,0,
Bass4,2010,8,0,0,0,0,0,0,0,0,,0,0,0,,,0,,0,0,0,0,0,,,0,0,,0,0,,0,0,,0,,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,,0,15,0,0,,0,,0,0,0,0,,,0,0,,0,15,,0,0,0,0,0,,0,,,0,0,0,0,,0,0,0,0,0,,15,0,,0,0,0,15,0,0,,,0,0,0,0,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,,0,0,0.5,0,0,0,0,,,0,0,0,0,0,,0,0,3,0,3,0,0,,15,0,,0,0,15,,0,,0,0,,0,
Bass4,2010,9,0,0,0,0,0,0,0,0,,0,0,0,,,0,,0,0,0,0,0,,,0,0,,0,0,,0,0,,0,,3,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,,0,3,0,0,,0,,0,0,0,0,,,0,0,,0,15,,0,0,0,0,0,,0,,,0,0,0,0,,0,0,0,0,0,,15,0.5,,0,0,0,15,0,0,,,0,0,0,0,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,,0,0,0.5,0,0,0,0,,,0,0,0,0,0,,15,0,0,0,3,0,0,,15,0,,0,0,15,,0,,0,0,,0,
Bass4,2010,10,0,0,0.5,0,0,0,0,0,,0,0,0,,,0,,0.5,0,0,0,0,,,0,0,,0,0,,0,0,,0,,3,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0.5,0,3,,0,,0,0,0.5,0,,0,,0,0,0,0,,,0,0,,0,15,,0,0,0,0,0,,0.5,,,0,0,0,0,,0,0,3,0,0,,15,0,,0,0,0,0,0,0,,,0,0,15,0,15,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,,0,0,3,0,0,0,0,,,0,0,0,0,0,,0,0,0.5,0,0.5,0,0,,3,0,,0,0,15,,0,,0,0,,0,
Bass4,2010,11,0,0,0,0,0,0,0,0,,0,0,0,,,0,,0,3,0,0,0,,,0,0,,0,0,,0,0,,0,,15,0,3,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,,0,0.5,0.5,0,,0,,0,0,0,0,,,0,0,,0,15,,0,0,0,0,0,,3,,,0,0,0,0,,0,0,3,0,0,,0,15,,0,37.5,0,3,0,0,,,0,0,0,0,0,,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,3,0,0,0,0,,,0,0,0,0,0,,0,0,3,0.5,0,0,0,,3,0,,0,0,15,,0,,0,0,,0,
Bass4,2010,12,0,0,0,0,0,0,0,3,,0,0,0,,,0,,0.5,0,0,0,0,,,0,0,,0,0,,0,0,,0,,0,0,3,0,0,0,,0,,0,0,0,,0,,0,0.5,0,0,0,,0.5,,0,0,0.5,0,,0,,0,0,0,0,,,0,3,,0,3,,0,0,0,0,0,,15,,,0,0,0,0,,0,0,0,0,0,,37.5,0,,0,0,0,0,0,0,,,0,0,0.5,0,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,15,0,0,0,0,,,0,0,0,0,0,,0,0,3,0,3,0,0,,3,0,,0,0,15,,0,,0,0,,0,
Bass5,2010,1,0,0,0,0,0,0,0,0,,0,0,0,,,0,,0,0,0,0,0,,,0,0,,0,0,,0,0,,0,,3,0,0,0.5,0,0,,0,,0,0,0,,0,,0,0,0,0,3,,0,,0,0,0,0,,0,,0,0,0,0,,,0,0,,0,0,,0,0,0,0,0,,0,,,0,0,0,0,,0,0,0,0,0,,3,0.5,,0,0,0,15,0,0,,,0,0,15,0,15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,3,0.5,0,0,0,,,0.5,0,0,3,0,,3,0,0,0,0,0,0,,0,0,,0,0,37.5,,0,,0,0,,0,
Bass5,2010,2,0,0,0,0,0,0,0,0,,0,0,0,,,0,,0,0,0,0,0,,,0,0,,0,0,,0,0,,0,,0,0,0,0,0,0,,0,,0,0,0,,0,,0.5,0,0,0,3,,0,,0,3,0,0,,0,,0,0,0,0,,,0,0,,0,15,,3,0,0,0,0,,0,,,0,0,0,0,,0,0,0,0,0,,0,15,,0,15,0,37.5,0,0,,,0,0,0,0,0,,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,37.5,0,0,0,0,,0,0,0,0.5,0,0,0,,0,0,,0,0,15,,0,,0,0,,0,
Bass5,2010,3,0,0,0,0,15,0,0,0,,0,0,0,,,0,,0,0,0,0,0,,,0,0,,0,0,,0,0,,0,,3,0,0,3,0,0,,0,,0,0,0,,0,,0,0.5,0,0,0,,0,,0,0,0,0,,0,,0,0,0,0.5,,,0,15,,0,0,,0,0,0,0,0,,3,,,0,3,0,0,,0,0,15,0,0,,0.5,0,,0,15,0,0.5,0,15,,,0,0,0,0,15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0.5,0,0,0,0,,,0,0,0,0,0,,0.5,0,0.5,0,0.5,0,3,,0,0,,0,0,37.5,,0,,0,0,,0,
